canal_section	surveyors	tree_number	species	number_of_trees	height_metres	diameter_centimetres	w3w_url	gmaps_url	condition	action	survey_limitation	photo_1	photo_2	photo_3	photo_4
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-184	Ash	1	5.0	12.0	"=HYPERLINK(""https://what3words.com/shrug.cages.cargo"",""shrug.cages.cargo"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77517%2C-2.34412"",""(51.77517, -2.34412)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-184-ash-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-185	Sycamore	1	12.0	18.0	"=HYPERLINK(""https://what3words.com/liquid.tightrope.plans"",""liquid.tightrope.plans"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775156%2C-2.344089"",""(51.775156, -2.344089)"")"	"
Lots of ivy in crown
Part dead some leaves"	"Second opinion from Arboriculturalist
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-186	Hawthorn	3	5.0	20.0	"=HYPERLINK(""https://what3words.com/fish.difficult.shot"",""fish.difficult.shot"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775117%2C-2.344085"",""(51.775117, -2.344085)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-187	Ash	1	20.0	37.0	"=HYPERLINK(""https://what3words.com/doll.division.hypocrite"",""doll.division.hypocrite"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.775071%2C-2.344059"",""(51.775071, -2.344059)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-187-ash-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-188	Oak	1	20.0	78.0	"=HYPERLINK(""https://what3words.com/disbelief.riverbank.paves"",""disbelief.riverbank.paves"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77508%2C-2.343981"",""(51.77508, -2.343981)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-189	Oak	1	25.0	47.0	"=HYPERLINK(""https://what3words.com/cleanser.invoices.lakeside"",""cleanser.invoices.lakeside"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774984%2C-2.343934"",""(51.774984, -2.343934)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-190	Sycamore	1	12.0	20.0	"=HYPERLINK(""https://what3words.com/corkscrew.support.erase"",""corkscrew.support.erase"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774981%2C-2.343932"",""(51.774981, -2.343932)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-191	Ash	15	5.0	8.0	"=HYPERLINK(""https://what3words.com/await.update.frown"",""await.update.frown"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774951%2C-2.34388"",""(51.774951, -2.34388)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-191-ash-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-192	Alder	1	10.0	48.0	"=HYPERLINK(""https://what3words.com/tips.options.equipment"",""tips.options.equipment"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774898%2C-2.34381"",""(51.774898, -2.34381)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-193	Ash	1	20.0	33.0	"=HYPERLINK(""https://what3words.com/earphones.subsets.finalists"",""earphones.subsets.finalists"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774896%2C-2.343752"",""(51.774896, -2.343752)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-193-ash-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-194	Deciduous	1	6.0	15.0	"=HYPERLINK(""https://what3words.com/provide.pill.spinners"",""provide.pill.spinners"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774912%2C-2.343701"",""(51.774912, -2.343701)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-195	Sycamore	1	20.0	52.0	"=HYPERLINK(""https://what3words.com/earphones.subsets.finalists"",""earphones.subsets.finalists"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774895%2C-2.343783"",""(51.774895, -2.343783)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-196	Ash	1	20.0	44.0	"=HYPERLINK(""https://what3words.com/ahead.reject.pursue"",""ahead.reject.pursue"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774828%2C-2.343759"",""(51.774828, -2.343759)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-196-ash-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"29/10/2021
Chris Shaw,Keith Tibbitts"	WHL-197	Deciduous	1	20.0	35.0	"=HYPERLINK(""https://what3words.com/ozone.massive.stag"",""ozone.massive.stag"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774821%2C-2.343562"",""(51.774821, -2.343562)"")"	"
Lots of ivy in crown
Dead unknown species"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-197-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-198	Ash	1	15.0	25.0	"=HYPERLINK(""https://what3words.com/represent.fuss.message"",""represent.fuss.message"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774806%2C-2.343574"",""(51.774806, -2.343574)"")"	"Class 1 - 100% to 75%
Leaning over tow path or river
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-198-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-199	Sycamore	2	13.0	20.0	"=HYPERLINK(""https://what3words.com/unwraps.impresses.seasonal"",""unwraps.impresses.seasonal"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774743%2C-2.343499"",""(51.774743, -2.343499)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-200	Sycamore	1	18.0	30.0	"=HYPERLINK(""https://what3words.com/libraries.repayment.stack"",""libraries.repayment.stack"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774701%2C-2.343549"",""(51.774701, -2.343549)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-201	Alder	1	15.0	100.0	"=HYPERLINK(""https://what3words.com/sizing.coasting.marshes"",""sizing.coasting.marshes"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774702%2C-2.343431"",""(51.774702, -2.343431)"")"	"

"	"
"	Other				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-202	Sycamore	2	20.0	40.0	"=HYPERLINK(""https://what3words.com/louder.rudder.moons"",""louder.rudder.moons"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774619%2C-2.34342"",""(51.774619, -2.34342)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-203	Sycamore	1	22.0	150.0	"=HYPERLINK(""https://what3words.com/leopard.cyclones.graph"",""leopard.cyclones.graph"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774549%2C-2.343373"",""(51.774549, -2.343373)"")"	"

"	"
"	Other				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-204	Deciduous	1	10.0		"=HYPERLINK(""https://what3words.com/clashing.relies.tummy"",""clashing.relies.tummy"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774527%2C-2.343156"",""(51.774527, -2.343156)"")"	"
Tree is dead
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-204-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-205	Hawthorn	1	8.0	20.0	"=HYPERLINK(""https://what3words.com/acclaim.yell.remarking"",""acclaim.yell.remarking"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774457%2C-2.343079"",""(51.774457, -2.343079)"")"	"
Lots of ivy in crown
"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-206	Ash	1	10.0		"=HYPERLINK(""https://what3words.com/acclaim.yell.remarking"",""acclaim.yell.remarking"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774456%2C-2.343081"",""(51.774456, -2.343081)"")"	"Class 1 - 100% to 75%

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-206-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-207	Ash	1	8.0		"=HYPERLINK(""https://what3words.com/wins.tripling.recovery"",""wins.tripling.recovery"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774272%2C-2.342985"",""(51.774272, -2.342985)"")"	"Class 1 - 100% to 75%

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-207-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-208	Hawthorn	1	7.0	50.0	"=HYPERLINK(""https://what3words.com/tools.riders.recap"",""tools.riders.recap"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774346%2C-2.342824"",""(51.774346, -2.342824)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-209	Ash	1	21.0	60.0	"=HYPERLINK(""https://what3words.com/bookshop.plots.extension"",""bookshop.plots.extension"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774296%2C-2.342774"",""(51.774296, -2.342774)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-209-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"04/11/2021
Chris Shaw,Keith Tibbitts"	WHL-210	Ash	6	8.0		"=HYPERLINK(""https://what3words.com/jotting.skate.glassware"",""jotting.skate.glassware"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774303%2C-2.342689"",""(51.774303, -2.342689)"")"	"Class 1 - 100% to 75%

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-210-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-001	Hawthorn	1	10.0	25.0	"=HYPERLINK(""https://what3words.com/speared.soil.tributes"",""speared.soil.tributes"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773468%2C-2.341299"",""(51.773468, -2.341299)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-002	Willow	1	22.0		"=HYPERLINK(""https://what3words.com/defining.signified.clauses"",""defining.signified.clauses"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773443%2C-2.341297"",""(51.773443, -2.341297)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-003	Oak	2	12.0	30.0	"=HYPERLINK(""https://what3words.com/city.unguarded.awakes"",""city.unguarded.awakes"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773414%2C-2.341243"",""(51.773414, -2.341243)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-004	Willow	10	22.0		"=HYPERLINK(""https://what3words.com/beam.occupiers.marzipan"",""beam.occupiers.marzipan"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773475%2C-2.340873"",""(51.773475, -2.340873)"")"	"

A few dead branches"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-004-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-005	Oak	1	15.0	36.0	"=HYPERLINK(""https://what3words.com/suddenly.hazel.makeovers"",""suddenly.hazel.makeovers"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773308%2C-2.341029"",""(51.773308, -2.341029)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-006	Hawthorn	3	10.0	25.0	"=HYPERLINK(""https://what3words.com/slim.teachers.trombone"",""slim.teachers.trombone"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773258%2C-2.340948"",""(51.773258, -2.340948)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-007	Ash	1	15.0	30.0	"=HYPERLINK(""https://what3words.com/fewer.opera.spelled"",""fewer.opera.spelled"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773214%2C-2.340879"",""(51.773214, -2.340879)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-007-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-008	Willow	1	20.0		"=HYPERLINK(""https://what3words.com/fond.sparrows.breached"",""fond.sparrows.breached"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773313%2C-2.340656"",""(51.773313, -2.340656)"")"	"

"	"
"	On other side of bank				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-009	Field Maple	1	15.0	40.0	"=HYPERLINK(""https://what3words.com/progress.surfaces.flashback"",""progress.surfaces.flashback"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773152%2C-2.340717"",""(51.773152, -2.340717)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-010	Willow	3	14.0		"=HYPERLINK(""https://what3words.com/newsreel.timing.rotate"",""newsreel.timing.rotate"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773259%2C-2.340568"",""(51.773259, -2.340568)"")"	"

"	"
"	On other side of bank				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-011	Hawthorn	1	6.0		"=HYPERLINK(""https://what3words.com/unites.modifies.foot"",""unites.modifies.foot"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773259%2C-2.340656"",""(51.773259, -2.340656)"")"	"

"	"
"	On other side of bank				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-012	Field Maple	6	12.0		"=HYPERLINK(""https://what3words.com/galaxies.motive.mammals"",""galaxies.motive.mammals"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.773093%2C-2.340687"",""(51.773093, -2.340687)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-013	Hawthorn	1	6.0		"=HYPERLINK(""https://what3words.com/trending.paused.nest"",""trending.paused.nest"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772987%2C-2.340694"",""(51.772987, -2.340694)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-014	Willow	1	15.0		"=HYPERLINK(""https://what3words.com/being.appointed.donor"",""being.appointed.donor"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77307%2C-2.34035"",""(51.77307, -2.34035)"")"	"
Leaning over tow path or river
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-014-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-015	Deciduous	1	10.0		"=HYPERLINK(""https://what3words.com/promises.rainwater.ruffle"",""promises.rainwater.ruffle"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772965%2C-2.34049"",""(51.772965, -2.34049)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-016	Hawthorn	1	10.0		"=HYPERLINK(""https://what3words.com/clerk.minerals.communal"",""clerk.minerals.communal"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772887%2C-2.340514"",""(51.772887, -2.340514)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-017	Willow	10	14.0		"=HYPERLINK(""https://what3words.com/wiggling.aimlessly.creatures"",""wiggling.aimlessly.creatures"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772989%2C-2.34022"",""(51.772989, -2.34022)"")"	"

"	"
"	On other side of bank				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-018	Willow	1	6.0		"=HYPERLINK(""https://what3words.com/remotes.myself.equity"",""remotes.myself.equity"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772907%2C-2.340388"",""(51.772907, -2.340388)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-019	Small leaved lime	1	15.0		"=HYPERLINK(""https://what3words.com/tributes.blinks.clashing"",""tributes.blinks.clashing"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.7727%2C-2.340351"",""(51.7727, -2.340351)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-020	Ash	1	14.0		"=HYPERLINK(""https://what3words.com/runs.marketing.distanced"",""runs.marketing.distanced"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772575%2C-2.340143"",""(51.772575, -2.340143)"")"	"Class 2 - 75% to 50%

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-020-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-021	Willow	1	16.0	60.0	"=HYPERLINK(""https://what3words.com/filer.ballparks.dribble"",""filer.ballparks.dribble"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772592%2C-2.340018"",""(51.772592, -2.340018)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-022	Deciduous	1	11.0	60.0	"=HYPERLINK(""https://what3words.com/doubts.animated.perfumes"",""doubts.animated.perfumes"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772578%2C-2.339991"",""(51.772578, -2.339991)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-023	Lime	1	15.0		"=HYPERLINK(""https://what3words.com/scariest.nights.dawn"",""scariest.nights.dawn"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772513%2C-2.340052"",""(51.772513, -2.340052)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-024	Field Maple	1	9.0	26.0	"=HYPERLINK(""https://what3words.com/templates.result.snap"",""templates.result.snap"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772522%2C-2.339942"",""(51.772522, -2.339942)"")"	"

Bracket fungus"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-024-field_maple-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-025	Large leaved lime	1	9.0	30.0	"=HYPERLINK(""https://what3words.com/revival.loser.burglars"",""revival.loser.burglars"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772406%2C-2.339941"",""(51.772406, -2.339941)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-026	Alder	1	13.0		"=HYPERLINK(""https://what3words.com/shuts.absorb.plunger"",""shuts.absorb.plunger"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772353%2C-2.339722"",""(51.772353, -2.339722)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-027	Lime	2	15.0	40.0	"=HYPERLINK(""https://what3words.com/september.below.bleaker"",""september.below.bleaker"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772266%2C-2.339853"",""(51.772266, -2.339853)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-028	Deciduous	1	7.0		"=HYPERLINK(""https://what3words.com/drape.skill.campsites"",""drape.skill.campsites"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772299%2C-2.339775"",""(51.772299, -2.339775)"")"	"
Tree is dead
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-028-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
